Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
16 Mar 2024 14:36:29.000,225.785,17.002,1442.857054
16 Mar 2024 14:37:29.000,207.846,16.667,1457.380171
16 Mar 2024 14:38:29.000,191.796,14.153,1583.821554
16 Mar 2024 14:39:29.000,179.208,10.568,1798.241383
16 Mar 2024 14:40:14.037,171.943,7.737,1999.998931
17 Mar 2024 06:07:53.488,181.980,7.729,1999.997472
17 Mar 2024 06:08:53.000,171.299,11.023,1768.131468
17 Mar 2024 06:09:53.000,157.546,13.727,1607.004554
17 Mar 2024 06:10:53.000,141.454,14.948,1542.555994
17 Mar 2024 06:11:53.000,125.121,14.137,1586.946721
17 Mar 2024 06:12:53.000,110.830,11.678,1731.740823
17 Mar 2024 06:13:53.000,99.528,8.439,1954.327567
17 Mar 2024 06:14:03.626,97.828,7.838,1999.980123
17 Mar 2024 07:46:31.430,236.749,7.786,1999.991252
17 Mar 2024 07:47:31.000,234.828,13.621,1615.357378
17 Mar 2024 07:48:31.000,231.406,21.941,1242.727493
17 Mar 2024 07:49:31.000,223.978,35.158,905.712266
17 Mar 2024 07:50:31.000,199.759,56.284,663.336020
17 Mar 2024 07:51:31.000,121.102,60.697,636.337627
17 Mar 2024 07:52:31.000,87.974,38.894,845.659803
17 Mar 2024 07:53:31.000,78.917,24.219,1170.216003
17 Mar 2024 07:54:31.000,75.008,15.167,1537.897262
17 Mar 2024 07:55:31.000,72.888,8.919,1923.116820
17 Mar 2024 07:55:42.803,72.584,7.891,1999.989892
17 Mar 2024 09:27:19.961,272.451,7.860,1999.991062
17 Mar 2024 09:28:19.000,275.725,13.510,1626.275058
17 Mar 2024 09:29:19.000,281.219,21.440,1264.317250
17 Mar 2024 09:30:19.000,292.117,33.297,943.313534
17 Mar 2024 09:31:19.000,319.969,49.228,722.141825
17 Mar 2024 09:32:19.000,16.561,51.318,703.429582
17 Mar 2024 09:33:19.000,49.231,35.653,899.920753
17 Mar 2024 09:34:19.000,61.644,23.014,1210.516402
17 Mar 2024 09:35:19.000,67.682,14.608,1568.027742
17 Mar 2024 09:36:19.000,71.250,8.615,1945.779768
17 Mar 2024 09:36:27.466,71.641,7.895,1999.990390
17 Mar 2024 11:08:20.526,289.438,7.896,1999.991658
17 Mar 2024 11:09:20.000,292.363,13.635,1621.230907
17 Mar 2024 11:10:20.000,297.253,21.711,1255.713431
17 Mar 2024 11:11:20.000,307.117,34.068,928.947769
17 Mar 2024 11:12:20.000,334.254,51.754,699.702811
17 Mar 2024 11:13:20.000,37.300,54.608,676.924048
17 Mar 2024 11:14:20.000,70.848,36.963,876.944566
17 Mar 2024 11:15:20.000,82.398,23.538,1191.991333
17 Mar 2024 11:16:20.000,87.851,14.859,1552.800483
17 Mar 2024 11:17:20.000,91.036,8.752,1932.948282
17 Mar 2024 11:17:30.412,91.462,7.857,1999.990421
17 Mar 2024 12:49:05.349,285.702,7.891,1999.982482
17 Mar 2024 12:50:05.000,282.701,13.635,1620.346442
17 Mar 2024 12:51:05.000,277.458,21.649,1256.692343
17 Mar 2024 12:52:05.000,266.629,33.678,935.047394
17 Mar 2024 12:53:05.000,238.081,49.693,716.523320
17 Mar 2024 12:54:05.000,181.235,50.847,705.666970
17 Mar 2024 12:55:05.000,149.985,34.922,909.970706
17 Mar 2024 12:56:05.000,138.306,22.428,1225.703032
17 Mar 2024 12:57:05.000,132.743,14.135,1586.890506
17 Mar 2024 12:58:05.000,129.565,8.210,1967.657759
17 Mar 2024 12:58:10.015,129.361,7.784,1999.983818
17 Mar 2024 14:31:13.495,254.154,7.828,1999.994038
17 Mar 2024 14:32:13.000,242.432,10.190,1828.060415
17 Mar 2024 14:33:13.000,228.607,11.571,1736.622815
17 Mar 2024 14:34:13.000,214.001,11.486,1740.683992
17 Mar 2024 14:35:13.000,200.312,9.963,1839.506494
17 Mar 2024 14:36:07.634,189.636,7.740,1999.993480
18 Mar 2024 06:04:04.109,197.023,7.731,1999.986367
18 Mar 2024 06:05:04.000,188.190,12.087,1701.436493
18 Mar 2024 06:06:04.000,175.539,16.624,1458.075643
18 Mar 2024 06:07:04.000,158.156,20.255,1303.378094
18 Mar 2024 06:08:04.000,137.513,21.141,1270.897616
18 Mar 2024 06:09:04.000,118.116,18.674,1369.539953
18 Mar 2024 06:10:04.000,103.190,14.406,1574.579420
18 Mar 2024 06:11:04.000,92.672,9.903,1850.386675
18 Mar 2024 06:11:32.916,88.805,7.855,1999.985157
18 Mar 2024 07:43:28.011,245.983,7.801,1999.984822
18 Mar 2024 07:44:28.000,245.666,13.749,1609.151015
18 Mar 2024 07:45:28.000,245.011,22.305,1230.699445
18 Mar 2024 07:46:28.000,243.393,36.475,883.248087
18 Mar 2024 07:47:28.000,236.384,63.124,623.454724
18 Mar 2024 07:48:28.000,88.476,73.357,584.630890
18 Mar 2024 07:49:28.000,74.063,42.196,799.707355
18 Mar 2024 07:50:28.000,71.863,25.500,1131.673398
18 Mar 2024 07:51:28.000,71.062,15.837,1504.225508
18 Mar 2024 07:52:28.000,70.703,9.348,1892.531151
18 Mar 2024 07:52:44.390,70.644,7.894,1999.982979
18 Mar 2024 09:24:26.569,277.994,7.869,1999.981717
18 Mar 2024 09:25:26.000,281.700,13.511,1626.793054
18 Mar 2024 09:26:26.000,287.859,21.308,1269.539584
18 Mar 2024 09:27:26.000,299.860,32.669,956.158721
18 Mar 2024 09:28:26.000,328.398,46.842,746.087236
18 Mar 2024 09:29:26.000,19.501,47.926,735.049151
18 Mar 2024 09:30:26.000,50.591,34.004,930.170590
18 Mar 2024 09:31:26.000,63.534,22.237,1236.979729
18 Mar 2024 09:32:26.000,70.051,14.171,1591.354277
18 Mar 2024 09:33:26.000,73.952,8.328,1966.772433
18 Mar 2024 09:33:31.216,74.219,7.890,1999.976136
18 Mar 2024 11:05:22.239,290.350,7.897,1999.987939
18 Mar 2024 11:06:22.000,292.438,13.744,1615.097318
18 Mar 2024 11:07:22.000,295.917,22.065,1243.013578
18 Mar 2024 11:08:22.000,303.122,35.327,905.531771
18 Mar 2024 11:09:22.000,326.350,56.949,660.395769
18 Mar 2024 11:10:22.000,48.805,62.314,628.514849
18 Mar 2024 11:11:22.000,82.699,39.648,834.817645
18 Mar 2024 11:12:22.000,91.722,24.599,1157.874730
18 Mar 2024 11:13:22.000,95.745,15.394,1524.418965
18 Mar 2024 11:14:22.000,98.060,9.074,1908.586913
18 Mar 2024 11:14:36.065,98.471,7.844,1999.977908
18 Mar 2024 12:46:10.536,282.048,7.884,1999.982196
18 Mar 2024 12:47:10.000,277.151,13.325,1637.305854
18 Mar 2024 12:48:10.000,268.981,20.506,1298.572463
18 Mar 2024 12:49:10.000,253.972,29.822,1016.737735
18 Mar 2024 12:50:10.000,225.662,38.417,851.874644
18 Mar 2024 12:51:10.000,188.757,37.014,873.645664
18 Mar 2024 12:52:10.000,163.831,27.566,1070.631091
18 Mar 2024 12:53:10.000,150.792,18.664,1368.616296
18 Mar 2024 12:54:10.000,143.517,11.906,1714.911027
18 Mar 2024 12:54:56.486,139.868,7.769,1999.990639
19 Mar 2024 06:00:31.408,209.778,7.739,1999.979245
19 Mar 2024 06:01:31.000,203.024,12.772,1660.942546
19 Mar 2024 06:02:31.000,192.444,18.863,1358.728488
19 Mar 2024 06:03:31.000,175.416,25.408,1129.383820
19 Mar 2024 06:04:31.000,150.392,29.402,1024.293522
19 Mar 2024 06:05:31.000,123.708,27.202,1080.802877
19 Mar 2024 06:06:31.000,104.114,21.019,1277.495947
19 Mar 2024 06:07:31.000,91.853,14.668,1561.734312
19 Mar 2024 06:08:31.000,84.123,9.300,1893.697246
19 Mar 2024 06:08:49.171,82.354,7.866,1999.983090
19 Mar 2024 07:40:28.717,254.486,7.816,1999.975663
19 Mar 2024 07:41:28.000,255.532,13.666,1614.729163
19 Mar 2024 07:42:28.000,257.254,22.132,1237.448022
19 Mar 2024 07:43:28.000,260.825,36.025,891.418419
19 Mar 2024 07:44:28.000,274.018,61.417,632.609105
19 Mar 2024 07:45:28.000,35.316,71.257,591.134873
19 Mar 2024 07:46:28.000,61.291,42.073,801.548314
19 Mar 2024 07:47:28.000,66.109,25.547,1130.528697
19 Mar 2024 07:48:28.000,68.193,15.901,1501.248511
19 Mar 2024 07:49:28.000,69.414,9.409,1888.272779
19 Mar 2024 07:49:45.085,69.681,7.895,1999.977913
19 Mar 2024 09:21:32.440,282.547,7.877,1999.975228
19 Mar 2024 09:22:32.000,286.391,13.515,1627.017215
19 Mar 2024 09:23:32.000,292.756,21.266,1271.362117
19 Mar 2024 09:24:32.000,305.083,32.462,960.525546
19 Mar 2024 09:25:32.000,333.752,46.102,754.055409
19 Mar 2024 09:26:32.000,23.323,46.910,745.444597
19 Mar 2024 09:27:32.000,53.910,33.482,940.164008
19 Mar 2024 09:28:32.000,66.978,21.980,1245.787003
19 Mar 2024 09:29:32.000,73.627,14.021,1599.167419
19 Mar 2024 09:30:32.000,77.624,8.227,1973.849360
19 Mar 2024 09:30:36.111,77.841,7.883,1999.975051
19 Mar 2024 11:02:23.012,290.269,7.896,1999.999647
19 Mar 2024 11:03:23.000,291.233,13.828,1610.224170
19 Mar 2024 11:04:23.000,292.777,22.344,1232.991383
19 Mar 2024 11:05:23.000,295.953,36.370,887.060402
19 Mar 2024 11:06:23.000,307.903,62.226,628.931517
19 Mar 2024 11:07:23.000,76.123,71.693,589.813474
19 Mar 2024 11:08:23.000,99.027,41.949,802.547942
19 Mar 2024 11:09:23.000,103.199,25.413,1132.724123
19 Mar 2024 11:10:23.000,105.008,15.780,1504.125812
19 Mar 2024 11:11:23.000,106.066,9.296,1891.644313
19 Mar 2024 11:11:39.551,106.290,7.829,1999.976347
19 Mar 2024 12:43:20.071,277.111,7.874,1999.987913
19 Mar 2024 12:44:20.000,270.134,12.880,1662.201364
19 Mar 2024 12:45:20.000,259.299,18.832,1364.957413
19 Mar 2024 12:46:20.000,242.092,25.052,1142.649592
19 Mar 2024 12:47:20.000,217.418,28.580,1045.287571
19 Mar 2024 12:48:20.000,191.607,26.234,1106.693189
19 Mar 2024 12:49:20.000,172.583,20.243,1304.392121
19 Mar 2024 12:50:20.000,160.500,14.092,1587.649520
19 Mar 2024 12:51:20.000,152.773,8.854,1918.069202
19 Mar 2024 12:51:34.103,151.371,7.757,1999.999859
20 Mar 2024 05:57:09.823,221.172,7.750,1999.991007
20 Mar 2024 05:58:09.000,216.465,13.195,1637.101633
20 Mar 2024 05:59:09.000,208.578,20.465,1295.138305
20 Mar 2024 06:00:09.000,193.949,30.070,1008.185323
20 Mar 2024 06:01:09.000,165.532,39.352,836.603120
20 Mar 2024 06:02:09.000,127.204,38.255,853.849336
20 Mar 2024 06:03:09.000,101.533,28.405,1050.621864
20 Mar 2024 06:04:09.000,88.445,19.195,1350.072836
20 Mar 2024 06:05:09.000,81.271,12.283,1697.918757
20 Mar 2024 06:05:58.032,77.553,7.874,1999.989638
20 Mar 2024 07:37:32.272,262.229,7.829,1999.991056
20 Mar 2024 07:38:32.000,264.392,13.668,1615.465576
20 Mar 2024 07:39:32.000,268.013,21.970,1243.792034
20 Mar 2024 07:40:32.000,275.517,35.156,907.185119
20 Mar 2024 07:41:32.000,299.334,56.384,663.600349
20 Mar 2024 07:42:32.000,19.220,61.458,632.905721
20 Mar 2024 07:43:32.000,53.283,39.401,838.849931
20 Mar 2024 07:44:32.000,62.638,24.532,1161.211313
20 Mar 2024 07:45:32.000,66.840,15.387,1527.163415
20 Mar 2024 07:46:32.000,69.270,9.093,1910.821586
20 Mar 2024 07:46:45.741,69.694,7.894,1999.990240
20 Mar 2024 09:18:37.018,286.069,7.882,1999.990964
20 Mar 2024 09:19:37.000,289.796,13.586,1623.267387
20 Mar 2024 09:20:37.000,295.948,21.416,1265.993248
20 Mar 2024 09:21:37.000,307.970,32.847,952.710061
20 Mar 2024 09:22:37.000,336.723,47.112,743.269958
20 Mar 2024 09:23:37.000,28.186,48.036,733.828229
20 Mar 2024 09:24:37.000,59.121,33.970,930.526328
20 Mar 2024 09:25:37.000,71.936,22.184,1238.275250
20 Mar 2024 09:26:37.000,78.383,14.121,1593.199553
20 Mar 2024 09:27:37.000,82.242,8.283,1968.983935
20 Mar 2024 09:27:41.865,82.489,7.874,1999.977129
20 Mar 2024 10:59:23.511,289.214,7.893,1999.981514
20 Mar 2024 11:00:23.000,288.785,13.780,1612.656077
20 Mar 2024 11:01:23.000,287.904,22.295,1234.391506
20 Mar 2024 11:02:23.000,285.771,36.354,887.008693
20 Mar 2024 11:03:23.000,276.800,62.600,626.708682
20 Mar 2024 11:04:23.000,138.139,72.906,585.865948
20 Mar 2024 11:05:23.000,119.586,42.182,799.021778
20 Mar 2024 11:06:23.000,116.635,25.476,1130.150319
20 Mar 2024 11:07:23.000,115.513,15.795,1502.398424
20 Mar 2024 11:08:23.000,114.963,9.293,1890.643561
20 Mar 2024 11:08:39.678,114.862,7.813,1999.990586
20 Mar 2024 12:40:36.977,270.470,7.861,1999.986812
20 Mar 2024 12:41:36.000,261.613,12.062,1710.139591
20 Mar 2024 12:42:36.000,248.865,16.418,1472.424128
20 Mar 2024 12:43:36.000,231.586,19.780,1324.264331
20 Mar 2024 12:44:36.000,211.373,20.445,1297.290583
20 Mar 2024 12:45:36.000,192.500,17.958,1398.563960
20 Mar 2024 12:46:36.000,177.904,13.796,1603.574953
20 Mar 2024 12:47:36.000,167.511,9.407,1877.961476
20 Mar 2024 12:47:59.845,164.290,7.748,1999.977806
21 Mar 2024 04:15:51.801,172.337,7.716,1999.987487
21 Mar 2024 04:16:51.000,160.829,10.252,1818.195246
21 Mar 2024 04:17:51.000,146.988,11.886,1714.169544
21 Mar 2024 04:18:51.000,132.115,12.038,1706.161931
21 Mar 2024 04:19:51.000,117.999,10.653,1795.572992
21 Mar 2024 04:20:51.000,105.966,8.217,1968.936637
21 Mar 2024 04:20:59.736,104.419,7.812,1999.983972
21 Mar 2024 05:53:56.484,231.591,7.764,1999.991770
21 Mar 2024 05:54:56.000,228.744,13.510,1620.067040
21 Mar 2024 05:55:56.000,223.774,21.574,1254.577802
21 Mar 2024 05:56:56.000,213.457,33.808,929.867996
21 Mar 2024 05:57:56.000,185.398,50.647,706.722924
21 Mar 2024 05:58:56.000,125.872,52.356,692.666807
21 Mar 2024 05:59:56.000,93.990,35.665,897.604730
21 Mar 2024 06:00:56.000,82.586,22.823,1214.856443
21 Mar 2024 06:01:56.000,77.257,14.403,1577.240246
21 Mar 2024 06:02:56.000,74.252,8.422,1958.862820
21 Mar 2024 06:03:02.365,74.010,7.880,1999.975359
21 Mar 2024 07:34:37.496,269.155,7.841,1999.998584
21 Mar 2024 07:35:37.000,272.136,13.579,1621.229558
21 Mar 2024 07:36:37.000,277.128,21.639,1256.169078
21 Mar 2024 07:37:37.000,287.185,33.929,930.336044
21 Mar 2024 07:38:37.000,314.532,51.331,702.691811
21 Mar 2024 07:39:37.000,16.415,54.004,681.237876
21 Mar 2024 07:40:37.000,49.771,36.718,881.189929
21 Mar 2024 07:41:37.000,61.467,23.448,1195.714148
21 Mar 2024 07:42:37.000,67.024,14.828,1556.023260
21 Mar 2024 07:43:37.000,70.282,8.748,1935.725468
21 Mar 2024 07:43:46.990,70.701,7.892,1999.978195
21 Mar 2024 09:15:40.053,288.548,7.886,1999.982114
21 Mar 2024 09:16:40.000,291.841,13.640,1620.378296
21 Mar 2024 09:17:40.000,297.305,21.627,1258.331006
21 Mar 2024 09:18:40.000,308.197,33.618,937.373369
21 Mar 2024 09:19:40.000,336.388,49.772,717.079053
21 Mar 2024 09:20:40.000,33.871,51.572,701.026862
21 Mar 2024 09:21:40.000,66.212,35.600,900.273941
21 Mar 2024 09:22:40.000,78.371,22.922,1212.503620
21 Mar 2024 09:23:40.000,84.277,14.520,1570.968513
21 Mar 2024 09:24:40.000,87.764,8.535,1949.360471
21 Mar 2024 09:24:47.895,88.121,7.863,1999.980010
21 Mar 2024 10:56:24.601,287.181,7.889,1999.981342
21 Mar 2024 10:57:24.000,285.133,13.691,1617.174373
21 Mar 2024 10:58:24.000,281.461,21.962,1245.622969
21 Mar 2024 10:59:24.000,273.517,35.003,910.362565
21 Mar 2024 11:00:24.000,248.394,55.344,670.559089
21 Mar 2024 11:01:24.000,173.803,59.211,644.781852
21 Mar 2024 11:02:24.000,140.580,38.352,852.749356
21 Mar 2024 11:03:24.000,130.999,23.950,1175.905317
21 Mar 2024 11:04:24.000,126.793,14.981,1542.694262
21 Mar 2024 11:05:24.000,124.480,8.766,1927.367463
21 Mar 2024 11:05:35.161,124.162,7.797,1999.976755
21 Mar 2024 12:38:07.359,261.112,7.843,1999.980926
21 Mar 2024 12:39:07.000,250.237,11.003,1775.361138
21 Mar 2024 12:40:07.000,236.423,13.484,1623.950496
21 Mar 2024 12:41:07.000,220.514,14.450,1569.630253
21 Mar 2024 12:42:07.000,204.589,13.471,1622.309757
21 Mar 2024 12:43:07.000,190.735,10.977,1772.205095
21 Mar 2024 12:44:07.000,179.751,7.783,1996.970890
21 Mar 2024 12:44:07.709,179.638,7.744,1999.979583
22 Mar 2024 04:11:47.807,189.493,7.713,1999.976728
22 Mar 2024 04:12:47.000,179.756,11.526,1734.919434
22 Mar 2024 04:13:47.000,166.422,15.133,1530.607911
22 Mar 2024 04:14:47.000,149.571,17.444,1420.204243
22 Mar 2024 04:15:47.000,131.223,17.337,1426.223030
22 Mar 2024 04:16:47.000,114.665,14.880,1547.351470
22 Mar 2024 04:17:47.000,101.706,11.237,1759.632739
22 Mar 2024 04:18:40.062,93.129,7.833,1999.982958
22 Mar 2024 05:50:49.481,241.210,7.778,1999.991154
22 Mar 2024 05:51:49.000,240.079,13.648,1613.253821
22 Mar 2024 05:52:49.000,238.007,22.101,1236.571707
22 Mar 2024 05:53:49.000,233.345,35.888,892.368775
22 Mar 2024 05:54:49.000,215.817,60.273,638.000643
22 Mar 2024 05:55:49.000,111.341,67.867,602.285881
22 Mar 2024 05:56:49.000,81.623,41.027,814.582078
22 Mar 2024 05:57:49.000,75.522,25.064,1143.765397
22 Mar 2024 05:58:49.000,73.052,15.611,1514.643898
22 Mar 2024 05:59:49.000,71.767,9.203,1901.967995
22 Mar 2024 06:00:03.979,71.542,7.883,1999.977380
22 Mar 2024 07:31:43.307,275.192,7.852,1999.986912
22 Mar 2024 07:32:43.000,278.738,13.545,1623.766673
22 Mar 2024 07:33:43.000,284.629,21.421,1264.500320
22 Mar 2024 07:34:43.000,296.221,33.038,948.047502
22 Mar 2024 07:35:43.000,324.709,47.973,734.015817
22 Mar 2024 07:36:43.000,18.154,49.300,721.289340
22 Mar 2024 07:37:43.000,49.736,34.615,918.285772
22 Mar 2024 07:38:43.000,62.393,22.503,1227.376903
22 Mar 2024 07:39:43.000,68.680,14.310,1583.436237
22 Mar 2024 07:40:43.000,72.425,8.415,1960.049315
22 Mar 2024 07:40:49.256,72.731,7.887,1999.986715
22 Mar 2024 09:12:41.577,289.994,7.887,1999.999912
22 Mar 2024 09:13:41.000,292.549,13.656,1619.474830
22 Mar 2024 09:14:41.000,296.827,21.837,1250.724840
22 Mar 2024 09:15:41.000,305.566,34.595,918.664417
22 Mar 2024 09:16:41.000,331.304,53.982,681.492383
22 Mar 2024 09:17:41.000,41.636,57.941,653.675796
22 Mar 2024 09:18:41.000,75.911,38.246,855.984232
22 Mar 2024 09:19:41.000,86.529,24.069,1174.540320
22 Mar 2024 09:20:41.000,91.404,15.135,1537.967843
22 Mar 2024 09:21:41.000,94.228,8.923,1919.984889
22 Mar 2024 09:21:53.368,94.672,7.850,1999.969796
22 Mar 2024 10:53:27.420,284.118,7.883,1999.978929
22 Mar 2024 10:54:27.000,280.235,13.506,1627.032500
22 Mar 2024 10:55:27.000,273.589,21.180,1273.373031
22 Mar 2024 10:56:27.000,260.544,32.019,968.174123
22 Mar 2024 10:57:27.000,231.368,44.269,773.012051
22 Mar 2024 10:58:27.000,185.587,43.914,776.753235
22 Mar 2024 10:59:27.000,157.214,31.518,977.086676
22 Mar 2024 11:00:27.000,144.501,20.784,1284.598626
22 Mar 2024 11:01:27.000,137.970,13.193,1639.227956
22 Mar 2024 11:02:24.604,134.222,7.781,1999.981977
22 Mar 2024 12:36:11.960,245.131,7.812,1999.999865
22 Mar 2024 12:37:11.000,232.892,9.197,1896.012185
22 Mar 2024 12:38:11.000,219.544,9.463,1875.823660
22 Mar 2024 12:39:11.000,206.563,8.495,1944.418256
22 Mar 2024 12:39:37.100,201.330,7.753,1999.997296
23 Mar 2024 04:08:06.502,203.264,7.718,1999.987450
23 Mar 2024 04:09:06.000,195.452,12.407,1681.127297
23 Mar 2024 04:10:06.000,183.703,17.717,1406.975186
23 Mar 2024 04:11:06.000,166.283,22.681,1214.463577
23 Mar 2024 04:12:06.000,143.558,24.832,1146.450488
23 Mar 2024 04:13:06.000,121.064,22.454,1224.182111
23 Mar 2024 04:14:06.000,104.061,17.439,1423.774549
23 Mar 2024 04:15:06.000,92.643,12.173,1702.326402
23 Mar 2024 04:16:01.265,85.508,7.847,1999.991247
23 Mar 2024 05:47:47.311,250.093,7.793,1999.981185
23 Mar 2024 05:48:47.000,250.457,13.704,1611.068766
23 Mar 2024 05:49:47.000,250.987,22.241,1232.385087
23 Mar 2024 05:50:47.000,251.973,36.388,884.274016
23 Mar 2024 05:51:47.000,255.513,63.193,622.776826
23 Mar 2024 05:52:47.000,60.027,74.461,581.350864
23 Mar 2024 05:53:47.000,67.613,42.509,795.240472
23 Mar 2024 05:54:47.000,68.914,25.643,1126.917882
23 Mar 2024 05:55:47.000,69.544,15.922,1499.342536
23 Mar 2024 05:56:47.000,69.966,9.408,1887.533598
23 Mar 2024 05:57:04.155,70.068,7.885,1999.975978
23 Mar 2024 07:28:48.779,280.271,7.860,1999.982723
23 Mar 2024 07:29:48.000,284.054,13.464,1628.781631
23 Mar 2024 07:30:48.000,290.348,21.211,1272.501957
23 Mar 2024 07:31:48.000,302.546,32.428,960.605154
23 Mar 2024 07:32:48.000,331.059,46.213,752.396018
23 Mar 2024 07:33:48.000,21.000,47.201,742.040060
23 Mar 2024 07:34:48.000,51.847,33.669,936.141774
23 Mar 2024 07:35:48.000,64.937,22.084,1241.784935
23 Mar 2024 07:36:48.000,71.572,14.086,1595.317823
23 Mar 2024 07:37:48.000,75.555,8.274,1970.152336
23 Mar 2024 07:37:52.693,75.801,7.881,1999.985179
23 Mar 2024 09:09:41.911,290.434,7.887,1999.971819
23 Mar 2024 09:10:41.000,292.000,13.688,1617.507000
23 Mar 2024 09:11:41.000,294.610,22.067,1242.350229
23 Mar 2024 09:12:41.000,300.025,35.636,899.587406
23 Mar 2024 09:13:41.000,318.789,59.244,645.525425
23 Mar 2024 09:14:41.000,57.254,67.122,606.091426
23 Mar 2024 09:15:41.000,89.653,41.149,813.280059
23 Mar 2024 09:16:41.000,96.817,25.199,1139.229025
23 Mar 2024 09:17:41.000,99.923,15.707,1508.040276
23 Mar 2024 09:18:41.000,101.704,9.271,1893.861494
23 Mar 2024 09:18:57.271,102.068,7.835,1999.990395
23 Mar 2024 10:50:33.503,279.895,7.874,1999.983119
23 Mar 2024 10:51:33.000,274.051,13.120,1648.365342
23 Mar 2024 10:52:33.000,264.578,19.769,1326.852405
23 Mar 2024 10:53:33.000,248.288,27.632,1070.585720
23 Mar 2024 10:54:33.000,221.508,33.542,936.110684
23 Mar 2024 10:55:33.000,190.542,31.574,975.687276
23 Mar 2024 10:56:33.000,168.550,24.047,1171.645988
23 Mar 2024 10:57:33.000,155.769,16.577,1461.821402
23 Mar 2024 10:58:33.000,148.132,10.562,1800.379445
23 Mar 2024 10:59:06.315,145.160,7.766,1999.990051
24 Mar 2024 04:04:38.670,215.298,7.728,1999.984276
24 Mar 2024 04:05:38.000,209.531,12.974,1648.305113
24 Mar 2024 04:06:38.000,200.172,19.669,1325.005634
24 Mar 2024 04:07:38.000,184.017,27.672,1066.000195
24 Mar 2024 04:08:38.000,157.151,33.857,928.207856
24 Mar 2024 04:09:38.000,125.715,32.027,965.619885
24 Mar 2024 04:10:38.000,103.419,24.412,1161.328921
24 Mar 2024 04:11:38.000,90.574,16.848,1452.160690
24 Mar 2024 04:12:38.000,82.962,10.779,1791.573893
24 Mar 2024 04:13:12.680,79.911,7.857,1999.979961
24 Mar 2024 05:44:48.646,258.237,7.807,1999.989257
24 Mar 2024 05:45:48.000,259.836,13.637,1615.688606
24 Mar 2024 05:46:48.000,262.512,22.026,1240.592079
24 Mar 2024 05:47:48.000,268.095,35.607,898.229541
24 Mar 2024 05:48:48.000,287.413,59.123,645.340410
24 Mar 2024 05:49:48.000,24.418,66.605,607.824834
24 Mar 2024 05:50:48.000,56.832,40.958,816.010034
24 Mar 2024 05:51:48.000,64.155,25.133,1142.145085
24 Mar 2024 05:52:48.000,67.351,15.693,1510.882920
24 Mar 2024 05:53:48.000,69.194,9.281,1896.527317
24 Mar 2024 05:54:03.872,69.565,7.884,1999.990121
24 Mar 2024 07:25:53.218,284.338,7.866,1999.990592
24 Mar 2024 07:26:53.000,288.162,13.531,1625.326378
24 Mar 2024 07:27:53.000,294.483,21.304,1269.262673
24 Mar 2024 07:28:53.000,306.755,32.565,957.872423
24 Mar 2024 07:29:53.000,335.498,46.352,750.892893
24 Mar 2024 07:30:53.000,25.528,47.146,742.530266
24 Mar 2024 07:31:53.000,56.152,33.558,938.132796
24 Mar 2024 07:32:53.000,69.139,21.998,1244.505599
24 Mar 2024 07:33:53.000,75.731,14.021,1598.397952
24 Mar 2024 07:34:53.000,79.691,8.222,1973.438723
24 Mar 2024 07:34:57.173,79.909,7.873,1999.976950
24 Mar 2024 09:06:41.586,289.892,7.885,1999.985035
24 Mar 2024 09:07:41.000,290.224,13.764,1613.058167
24 Mar 2024 09:08:41.000,290.677,22.283,1234.455813
24 Mar 2024 09:09:41.000,291.466,36.390,886.215830
24 Mar 2024 09:10:41.000,294.152,63.124,623.996895
24 Mar 2024 09:11:41.000,102.462,74.741,580.904224
24 Mar 2024 09:12:41.000,108.311,42.605,793.631097
24 Mar 2024 09:13:41.000,109.323,25.661,1124.933892
24 Mar 2024 09:14:41.000,109.822,15.905,1497.297213
24 Mar 2024 09:15:41.000,110.160,9.372,1885.565411
24 Mar 2024 09:15:58.452,110.243,7.819,1999.992702
24 Mar 2024 10:47:45.145,274.232,7.863,1999.986631
24 Mar 2024 10:48:45.000,266.298,12.551,1680.860547
24 Mar 2024 10:49:45.000,254.436,17.787,1409.461189
24 Mar 2024 10:50:45.000,236.950,22.594,1220.757293
24 Mar 2024 10:51:45.000,214.371,24.541,1156.767210
24 Mar 2024 10:52:45.000,192.199,22.071,1237.180036
24 Mar 2024 10:53:45.000,175.435,17.084,1437.651120
24 Mar 2024 10:54:45.000,164.118,11.872,1715.956874
24 Mar 2024 10:55:37.956,157.249,7.754,1999.984982
25 Mar 2024 02:24:03.197,159.864,7.709,1999.991288
25 Mar 2024 02:25:03.000,147.503,9.237,1888.019165
25 Mar 2024 02:26:03.000,134.081,9.634,1861.524628
25 Mar 2024 02:27:03.000,120.941,8.769,1924.754868
25 Mar 2024 02:27:37.938,113.902,7.778,1999.991459
25 Mar 2024 04:01:20.401,226.193,7.740,1999.992175
25 Mar 2024 04:02:20.000,222.356,13.373,1626.217253
25 Mar 2024 04:03:20.000,215.811,21.076,1271.449969
25 Mar 2024 04:04:20.000,202.944,32.028,964.510893
25 Mar 2024 04:05:20.000,173.806,44.622,767.060964
25 Mar 2024 04:06:20.000,127.227,44.456,769.568691
25 Mar 2024 04:07:20.000,98.548,31.845,970.475173
25 Mar 2024 04:08:20.000,85.886,20.988,1278.970357
25 Mar 2024 04:09:20.000,79.441,13.349,1634.423698
25 Mar 2024 04:10:18.259,75.739,7.863,1999.985556
