Time (UTCG),azimuth_1,elevation_1,range_1,azimuth_2,elevation_2,range_2,azimuth_3,elevation_3,range_3
21 Mar 2024 04:20:00.000,105.966,8.217,1968.936637,53.515,7.871,1999.996107,36.515,28.969,1034.245932
12 Mar 2024 08:09:00.000,106.441,8.556,1945.305468,81.450,7.812,1999.980181,47.949,10.066,1837.168447
31 Mar 2024 05:32:00.000,90.942,15.030,1541.913157,57.397,13.205,1641.473621,112.419,16.265,1474.506625
08 Mar 2024 15:01:00.000,38.132,54.764,675.348405,133.935,8.249,1958.825714,75.208,12.228,1694.926602
21 Mar 2024 12:41:00.000,220.514,14.450,1569.630253,59.289,9.289,1892.626707,78.614,18.494,1374.127990
06 Mar 2024 18:29:00.000,192.344,21.260,1264.418863,68.320,8.236,1969.113247,130.850,12.527,1673.593202
03 Mar 2024 13:37:00.000,81.969,23.064,1207.158785,225.623,32.934,945.945466,264.776,18.699,1365.849251
13 Mar 2024 11:29:00.000,72.862,7.892,1999.998024,81.281,20.352,1301.642172,75.812,32.795,947.955959
25 Mar 2024 09:12:00.000,119.152,7.803,1999.976910,270.408,7.775,1999.988427,138.752,23.740,1176.589219
02 Mar 2024 11:58:00.000,131.397,7.949,1987.515968,248.449,7.772,1999.991809,205.343,11.452,1737.444865
27 Mar 2024 03:56:00.000,245.083,13.600,1615.260348,258.148,7.791,1999.999205,60.436,25.648,1123.173984
06 Mar 2024 16:45:00.000,290.208,22.359,1231.489027,133.924,20.974,1275.583268,81.872,7.767,1999.990294
15 Mar 2024 11:17:00.000,306.740,32.482,960.430178,34.411,35.625,898.251957,222.227,28.204,1049.964436
16 Mar 2024 11:17:00.000,62.440,34.806,914.872201,311.311,35.657,896.399174,51.673,14.692,1557.853172
06 Mar 2024 13:30:00.000,69.568,7.888,1999.997497,310.880,13.273,1637.213545,210.355,15.478,1510.627665
26 Mar 2024 02:24:00.000,110.398,11.293,1753.859624,252.024,7.783,1999.977617,345.549,22.824,1213.449958
15 Mar 2024 14:41:00.000,192.388,21.652,1251.710535,14.125,24.911,1147.424487,190.278,30.674,991.733933
19 Mar 2024 11:02:00.000,290.269,7.896,1999.999647,156.058,18.534,1369.627316,345.786,26.761,1093.271801
30 Mar 2024 02:14:00.000,74.430,8.363,1960.986379,166.571,12.853,1650.961741,271.492,33.835,925.538105
31 Mar 2024 05:27:00.000,305.876,34.561,917.946693,294.558,36.335,884.295064,303.349,7.835,1999.971952
04 Mar 2024 13:36:00.000,71.565,9.226,1900.481517,162.663,22.638,1213.776173,48.182,41.426,806.809353
23 Mar 2024 05:56:00.000,69.966,9.408,1887.533598,295.479,19.319,1344.264600,168.264,24.536,1152.031250
26 Mar 2024 02:25:00.000,98.432,7.807,1999.980211,63.332,7.856,1999.999428,307.811,13.530,1620.661998
08 Mar 2024 11:34:00.000,237.177,7.803,1999.991057,295.466,7.841,1999.985629,5.668,60.510,635.625258
15 Mar 2024 11:23:00.000,80.157,7.879,1999.975751,57.375,74.719,578.290791,153.860,19.742,1319.761642
25 Mar 2024 09:11:00.000,120.771,15.496,1516.665032,91.306,7.792,1999.978367,117.070,8.261,1957.147699
07 Mar 2024 16:46:00.000,131.838,40.406,821.741249,312.434,13.005,1653.777689,290.075,7.817,1999.984653
03 Mar 2024 15:13:00.000,287.981,33.734,934.294960,2.749,36.937,873.831638,129.264,11.960,1705.912188
01 Mar 2024 18:41:00.000,295.182,36.269,887.356214,252.395,7.783,1999.993163,308.646,7.817,1999.990742
13 Mar 2024 09:48:00.000,71.663,9.289,1896.895316,100.779,8.265,1964.108765,52.019,7.809,1999.969441
29 Mar 2024 08:52:00.000,270.935,7.844,1999.998851,255.337,11.144,1763.310819,293.292,7.821,1999.994036
16 Mar 2024 06:15:00.000,122.175,9.158,1898.795625,115.779,15.774,1499.208937,53.084,7.832,1999.975613
21 Mar 2024 07:42:00.000,67.024,14.828,1556.023260,258.360,21.885,1244.152773,259.635,7.755,1999.995396
01 Mar 2024 20:24:00.000,191.918,25.438,1127.071686,206.579,7.703,1999.991594,47.743,11.906,1718.880149
28 Mar 2024 02:16:00.000,149.565,28.834,1036.378934,84.567,71.962,586.808332,196.838,21.021,1270.274568
05 Mar 2024 18:26:00.000,279.434,7.857,1999.982858,274.252,7.778,1999.979632,194.687,12.511,1671.987108
20 Mar 2024 11:00:00.000,288.785,13.780,1612.656077,308.111,12.533,1681.800478,263.532,30.742,991.905471
24 Mar 2024 04:07:00.000,184.017,27.672,1066.000195,191.257,7.687,1999.989479,42.070,16.165,1482.851921
08 Mar 2024 16:42:00.000,181.443,50.060,711.959497,303.569,49.946,713.130473,112.598,16.567,1460.150219
03 Mar 2024 16:55:00.000,335.947,49.992,714.403529,195.421,31.488,975.573056,203.314,7.681,1999.983397
22 Mar 2024 09:20:00.000,91.404,15.135,1537.967843,272.800,21.043,1275.400912,264.676,7.770,1999.982483
06 Mar 2024 16:52:00.000,111.068,7.791,1999.989088,313.161,12.803,1666.780881,49.699,13.847,1604.624287
21 Mar 2024 04:17:00.000,146.988,11.886,1714.169544,336.937,22.770,1214.666145,303.048,13.617,1616.967517
04 Mar 2024 18:36:00.000,145.652,20.407,1296.676939,332.687,22.984,1208.938170,307.999,7.841,1999.980615
02 Mar 2024 15:20:00.000,62.469,24.386,1165.091177,352.653,26.100,1113.272222,39.972,18.526,1376.290938
31 Mar 2024 05:30:00.000,75.294,37.931,859.812977,255.200,35.680,895.226169,300.546,12.318,1689.277466
07 Mar 2024 15:01:00.000,296.909,21.485,1263.504849,236.195,9.271,1887.732478,89.527,33.798,929.036402
25 Mar 2024 10:48:00.000,226.388,17.296,1429.445726,88.764,72.785,584.828116,320.046,17.083,1440.502281
07 Mar 2024 15:08:00.000,85.583,7.851,1999.982585,150.390,7.721,1999.985234,285.789,7.807,1999.997087
08 Mar 2024 13:21:00.000,49.355,35.458,903.200745,77.164,11.486,1744.905717,330.833,22.129,1236.564108
04 Mar 2024 15:17:00.000,72.969,7.872,1999.982072,28.620,23.586,1188.888809,256.710,13.431,1619.506769
21 Mar 2024 10:59:00.000,273.517,35.003,910.362565,91.797,13.287,1634.443434,230.292,21.901,1238.623781
06 Mar 2024 11:46:00.000,103.078,25.114,1141.644140,247.788,10.392,1811.110401,280.816,34.834,909.116402
14 Mar 2024 13:06:00.000,102.129,9.259,1894.369897,71.226,31.183,984.203572,309.641,17.784,1408.632496
16 Mar 2024 09:38:00.000,66.745,15.106,1541.986054,221.491,13.463,1618.568661,99.511,19.997,1312.683046
14 Mar 2024 11:24:00.000,65.130,22.068,1242.898220,193.929,37.497,863.651162,192.250,8.266,1952.407582
17 Mar 2024 07:46:00.000,236.749,7.786,1999.991252,205.295,33.497,933.047828,225.067,13.452,1616.816961
13 Mar 2024 16:27:00.000,205.527,8.109,1972.078486,194.256,31.333,978.008707,60.969,7.798,1999.986609
29 Mar 2024 03:52:00.000,274.698,35.134,906.082135,163.395,22.999,1203.150543,7.021,33.299,939.997125
20 Mar 2024 09:23:00.000,28.186,48.036,733.828229,116.749,7.747,1999.994973,137.103,23.264,1193.583083
01 Mar 2024 17:06:00.000,77.999,8.159,1976.512002,195.457,15.667,1502.789352,38.301,31.428,978.712562
09 Mar 2024 11:32:00.000,246.148,13.668,1614.850509,235.590,13.586,1614.646111,288.906,13.497,1622.669624
25 Mar 2024 10:45:00.000,266.512,7.847,1999.987779,211.870,7.665,1999.978131,52.776,7.840,1999.991139
02 Mar 2024 18:42:00.000,117.851,25.314,1132.735533,299.517,18.958,1356.880317,170.141,7.679,1999.993371
22 Mar 2024 09:13:00.000,292.549,13.656,1619.474830,53.613,7.867,1999.984268,0.613,51.976,694.549972
01 Mar 2024 20:22:00.000,241.340,24.524,1156.336113,212.643,18.167,1387.258954,300.105,18.554,1374.248719
13 Mar 2024 16:27:00.000,202.898,7.739,1999.997711,108.302,42.065,798.137619,49.466,8.758,1931.209706
23 Mar 2024 05:54:00.000,68.914,25.643,1126.917882,202.788,9.871,1839.986600,182.953,8.828,1911.716696
20 Mar 2024 09:26:00.000,78.383,14.121,1593.199553,267.657,19.342,1339.542300,182.266,12.412,1676.811660
20 Mar 2024 09:27:00.000,82.489,7.874,1999.977129,92.289,13.449,1625.704572,224.474,9.930,1838.385530
25 Mar 2024 09:06:00.000,280.155,35.969,893.059961,80.397,19.645,1329.580496,250.803,35.857,889.623259
10 Mar 2024 13:18:00.000,78.039,7.875,1999.986124,309.155,13.391,1632.728405,320.132,40.560,818.992184
14 Mar 2024 14:42:00.000,221.263,33.006,946.471915,65.612,25.444,1130.959519,331.378,33.701,931.137033
15 Mar 2024 07:52:00.000,215.899,7.759,1999.983982,54.824,7.865,1999.980342,90.803,12.773,1661.721887
15 Mar 2024 13:02:00.000,110.051,25.558,1127.953332,304.890,7.867,1999.990434,47.872,10.174,1831.246720
19 Mar 2024 09:24:00.000,305.083,32.462,960.525546,65.281,65.111,612.988270,330.463,22.289,1230.648893
28 Mar 2024 09:02:00.000,152.370,9.115,1899.080018,280.449,7.830,1999.991113,26.959,71.402,586.537270
07 Mar 2024 13:26:00.000,66.767,15.052,1544.258940,97.899,40.337,822.138759,322.619,16.983,1444.495213
04 Mar 2024 13:29:00.000,239.230,22.202,1234.577596,294.292,13.747,1611.414817,259.180,56.370,660.182737
11 Mar 2024 16:28:00.000,270.092,7.851,1999.997993,22.883,23.060,1207.317301,165.553,13.909,1591.270851
26 Mar 2024 05:48:00.000,71.529,7.878,1999.990680,16.329,24.081,1174.175708,299.432,7.818,1999.991904
27 Mar 2024 04:04:00.000,70.728,7.869,1999.990636,174.807,7.667,1999.988574,53.755,11.448,1746.984921
10 Mar 2024 14:55:00.000,77.192,72.604,586.757679,313.199,12.838,1664.979376,56.179,11.760,1727.245445
04 Mar 2024 11:50:00.000,150.899,17.971,1398.743689,96.767,7.804,1999.984272,267.903,7.771,1999.978510
27 Mar 2024 07:16:00.000,290.323,7.873,1999.990572,59.673,25.724,1123.186021,343.265,21.266,1266.533244
10 Mar 2024 13:17:00.000,73.821,14.021,1598.783279,55.257,25.264,1135.273402,91.154,12.813,1657.470202
17 Mar 2024 11:13:00.000,37.300,54.608,676.924048,184.444,29.091,1029.977658,299.598,13.747,1608.869500
11 Mar 2024 14:47:00.000,289.138,7.894,1999.979167,73.581,9.667,1865.330202,51.878,7.833,1999.998958
17 Mar 2024 14:32:00.000,242.432,10.190,1828.060415,127.730,8.989,1906.322850,307.778,7.801,2000.000058
30 Mar 2024 03:46:00.000,268.757,7.810,1999.975923,132.453,8.598,1935.517966,56.991,22.204,1233.176922
13 Mar 2024 13:10:00.000,95.031,7.844,1999.984914,125.233,8.438,1948.586777,68.650,28.853,1036.419180
05 Mar 2024 16:52:00.000,91.369,41.019,814.164239,1.999,52.138,694.433185,289.357,7.780,1999.991557
15 Mar 2024 14:39:00.000,236.535,22.281,1231.428069,273.160,12.728,1667.963346,121.240,38.313,848.800011
16 Mar 2024 14:34:00.000,256.006,11.578,1739.274844,296.327,36.478,882.550541,346.313,26.628,1096.222527
25 Mar 2024 05:50:00.000,69.609,8.909,1923.257797,225.438,21.820,1243.532424,305.513,7.838,1999.984682
22 Mar 2024 05:53:00.000,233.345,35.888,892.368775,87.559,12.542,1678.826402,293.777,12.565,1677.504111
03 Mar 2024 16:51:00.000,288.717,7.882,1999.999868,166.515,43.284,782.637645,353.194,48.802,722.315758
04 Mar 2024 11:53:00.000,101.931,11.762,1728.136610,150.130,37.400,865.285711,314.862,13.030,1649.633717
25 Mar 2024 04:01:00.000,226.193,7.740,1999.992175,220.203,26.666,1091.812125,209.640,15.009,1534.375331
28 Mar 2024 03:56:00.000,272.143,61.609,630.500167,5.218,27.667,1070.093496,93.126,7.780,2000.000018
15 Mar 2024 07:54:00.000,200.985,19.819,1320.930385,346.373,52.326,692.395796,131.409,9.557,1864.054141
13 Mar 2024 08:01:00.000,180.609,11.605,1732.009945,116.273,15.773,1497.473592,312.175,12.233,1698.875020
12 Mar 2024 09:45:00.000,214.573,33.863,929.943223,73.260,9.639,1868.019986,246.410,24.434,1154.909150
17 Mar 2024 09:29:00.000,281.219,21.440,1264.317250,97.058,7.780,1999.972641,155.718,13.861,1594.688242
20 Mar 2024 09:25:00.000,71.936,22.184,1238.275250,192.860,31.086,981.779168,194.034,38.786,840.374806
29 Mar 2024 08:59:00.000,163.460,7.743,1999.990468,50.277,10.565,1807.225401,56.066,7.834,1999.984025
21 Mar 2024 11:03:00.000,130.999,23.950,1175.905317,188.838,7.702,1999.998814,246.055,22.009,1233.748306
31 Mar 2024 00:28:00.000,114.066,14.391,1571.166848,313.519,21.406,1264.013763,326.822,36.512,881.509445
24 Mar 2024 07:33:00.000,75.731,14.021,1598.397952,277.646,20.623,1289.325208,196.615,7.686,1999.999658
16 Mar 2024 12:59:00.000,124.187,24.895,1146.892955,54.112,7.829,1999.990401,319.778,17.089,1440.779308
13 Mar 2024 08:06:00.000,101.907,11.567,1740.451247,78.106,34.294,921.278478,57.208,15.761,1502.647045
07 Mar 2024 18:26:00.000,191.761,13.837,1599.393375,138.211,7.734,1999.980266,79.205,7.747,1999.981306
18 Mar 2024 11:05:00.000,290.350,7.897,1999.987939,7.455,29.912,1014.662747,294.744,7.813,1999.975580
23 Mar 2024 10:56:00.000,168.550,24.047,1171.645988,34.176,29.265,1030.027734,303.676,7.835,1999.987624
25 Mar 2024 04:02:00.000,222.356,13.373,1626.217253,269.696,7.757,2000.000019,66.559,14.437,1570.585552
25 Mar 2024 04:03:00.000,215.811,21.076,1271.449969,57.036,7.836,1999.996249,83.280,35.859,890.951536
27 Mar 2024 07:20:00.000,326.699,56.429,663.256454,228.694,13.516,1617.169753,186.152,18.550,1368.669523
02 Mar 2024 13:37:00.000,166.837,40.332,823.099194,174.643,22.774,1208.300562,55.125,7.827,1999.982836
06 Mar 2024 18:31:00.000,164.811,11.402,1742.757692,291.793,55.189,670.523362,189.871,7.638,1999.991579
16 Mar 2024 06:13:00.000,149.024,9.396,1879.017161,58.780,7.848,1999.987137,77.605,7.787,1999.982904
10 Mar 2024 11:33:00.000,34.111,70.717,593.218228,44.211,21.435,1262.823269,314.866,12.982,1654.092665
28 Mar 2024 08:58:00.000,218.228,29.081,1032.479485,285.181,20.173,1309.348161,42.240,16.255,1480.063726
20 Mar 2024 09:22:00.000,336.723,47.112,743.269958,180.805,17.857,1400.195873,57.064,7.806,1999.973022
28 Mar 2024 07:19:00.000,97.846,42.095,799.987414,100.262,18.191,1389.168080,319.847,20.580,1293.253573
13 Mar 2024 11:19:00.000,275.477,7.872,1999.990957,318.474,20.589,1293.845234,340.006,21.208,1270.495068
20 Mar 2024 12:42:00.000,248.865,16.418,1472.424128,240.710,7.711,1999.974671,326.368,18.974,1357.438772
30 Mar 2024 02:11:00.000,94.726,35.321,902.188645,292.582,22.170,1234.745777,8.066,26.466,1101.225338
19 Mar 2024 11:08:00.000,99.027,41.949,802.547942,165.280,7.672,1999.987774,180.302,59.745,638.780479
06 Mar 2024 16:43:00.000,289.789,7.886,1999.988979,85.671,21.172,1269.795414,82.395,7.798,1999.993421
17 Mar 2024 11:09:00.000,292.363,13.635,1621.230907,312.883,12.685,1674.129027,42.217,38.690,845.460552
28 Mar 2024 08:56:00.000,260.091,18.838,1363.884020,182.043,11.872,1712.666103,304.170,18.208,1386.633723
26 Mar 2024 10:43:00.000,243.269,10.301,1820.473463,292.676,54.679,673.974109,216.666,7.706,1999.992170
04 Mar 2024 15:14:00.000,49.881,34.448,921.142332,275.119,7.825,1999.984744,44.540,16.680,1459.707341
07 Mar 2024 16:48:00.000,121.889,15.397,1520.057884,149.735,12.799,1655.582395,251.972,35.807,891.647419
21 Mar 2024 06:03:00.000,74.010,7.880,1999.975359,126.467,9.030,1904.202104,300.230,22.164,1234.682924
28 Mar 2024 08:55:00.000,270.713,12.816,1664.892599,136.038,14.080,1587.243371,154.387,19.347,1334.372494
30 Mar 2024 03:50:00.000,313.526,51.454,700.442733,88.743,12.225,1696.574696,305.880,22.003,1239.029898
13 Mar 2024 08:03:00.000,150.427,17.741,1408.608202,321.494,17.828,1407.615620,74.363,7.811,1999.982256
21 Mar 2024 04:19:00.000,117.999,10.653,1795.572992,283.091,32.211,960.089601,192.482,8.594,1930.081057
31 Mar 2024 02:05:00.000,232.192,35.632,895.336026,54.042,7.859,1999.990770,279.828,12.939,1653.821363
21 Mar 2024 05:57:00.000,185.398,50.647,706.722924,52.974,14.628,1562.780986,251.774,16.162,1478.777584
25 Mar 2024 09:07:00.000,261.866,60.118,639.749560,99.659,21.154,1268.368188,154.617,13.627,1605.486581
28 Mar 2024 05:41:00.000,73.420,13.955,1601.416842,260.657,11.615,1731.342666,69.672,29.542,1020.022178
14 Mar 2024 11:23:00.000,52.051,33.637,937.310382,310.010,12.502,1684.669388,7.643,24.238,1167.279068
27 Mar 2024 07:18:00.000,296.006,21.943,1246.064600,47.654,50.053,711.406559,222.441,7.708,1999.999952
08 Mar 2024 09:55:00.000,182.717,7.749,1999.988355,52.179,21.298,1268.053690,114.841,9.135,1895.352502
24 Mar 2024 09:15:00.000,110.160,9.372,1885.565411,312.033,26.600,1098.697758,60.657,7.827,1999.985327
27 Mar 2024 04:02:00.000,72.264,25.615,1126.738127,214.027,13.275,1627.676225,94.572,29.221,1027.373534
14 Mar 2024 13:00:00.000,299.685,35.771,897.554661,272.662,12.680,1669.698153,289.971,19.517,1333.844402
01 Mar 2024 17:00:00.000,305.530,32.533,958.247363,51.625,55.623,666.992458,157.412,8.991,1902.774875
14 Mar 2024 09:38:00.000,251.620,22.196,1235.516880,3.599,36.320,885.849965,128.285,25.110,1135.988830
31 Mar 2024 03:43:00.000,274.842,7.820,1999.999846,51.139,9.826,1855.452743,88.641,8.042,1978.567419
07 Mar 2024 15:04:00.000,31.041,49.777,716.728470,133.095,24.569,1151.615868,283.909,12.807,1658.796071
29 Mar 2024 07:19:00.000,114.408,9.294,1889.827755,117.735,7.769,1999.993163,247.727,25.017,1139.501592
16 Mar 2024 14:33:00.000,266.001,7.851,1999.987686,321.858,24.556,1158.575248,343.126,25.765,1120.817807
02 Mar 2024 17:01:00.000,72.296,22.344,1231.075539,22.857,23.006,1208.663980,348.895,25.525,1126.793778
03 Mar 2024 18:35:00.000,272.255,34.910,910.696038,342.489,29.638,1020.524889,250.087,7.752,1999.990600
02 Mar 2024 20:16:00.000,269.803,7.826,1999.992163,40.185,38.833,845.412232,57.589,22.516,1221.136856
30 Mar 2024 05:28:00.000,291.728,13.564,1622.559059,216.915,61.472,629.378164,118.298,8.681,1928.236580
24 Mar 2024 05:52:00.000,67.351,15.693,1510.882920,291.038,13.587,1619.485069,304.171,12.289,1692.393302
03 Mar 2024 13:36:00.000,93.027,36.220,888.449886,5.093,33.449,938.909399,27.804,21.129,1272.445714
12 Mar 2024 09:51:00.000,74.141,8.534,1951.503358,53.664,7.867,1999.999593,300.675,18.584,1373.222091
29 Mar 2024 05:35:00.000,27.914,47.857,734.617078,330.143,31.352,981.398314,52.695,7.830,1999.989645
09 Mar 2024 16:39:00.000,188.729,36.370,883.551226,101.951,7.758,1999.990026,50.794,7.841,1999.990240
03 Mar 2024 13:33:00.000,215.174,34.141,924.512115,79.160,7.825,1999.982166,194.443,12.476,1670.126971
23 Mar 2024 05:51:00.000,255.513,63.193,622.776826,57.488,15.759,1505.883412,87.268,14.207,1582.079309
12 Mar 2024 09:42:00.000,232.085,7.790,1999.991563,195.532,16.139,1479.297209,0.085,39.627,832.526635
27 Mar 2024 02:18:00.000,157.322,19.904,1315.138418,162.969,7.659,1999.996211,254.010,27.620,1065.534729
29 Mar 2024 07:15:00.000,134.498,73.369,583.982573,206.358,12.920,1646.832087,211.598,13.151,1635.322225
09 Mar 2024 09:55:00.000,158.915,20.520,1294.325800,281.121,13.102,1647.166859,312.573,25.892,1116.293421
18 Mar 2024 06:04:00.000,197.023,7.731,1999.986367,71.616,16.987,1445.572799,154.960,19.187,1339.304388
02 Mar 2024 13:33:00.000,222.097,7.778,1999.980865,291.632,30.673,994.342463,308.758,7.815,1999.983171
15 Mar 2024 07:57:00.000,125.816,32.636,954.440470,142.080,73.219,582.582675,310.040,13.366,1631.038503
06 Mar 2024 15:07:00.000,25.418,47.390,740.061030,260.341,13.480,1623.562639,77.801,18.206,1387.987731
08 Mar 2024 15:03:00.000,82.833,23.480,1193.039826,32.550,19.730,1327.129835,47.467,11.481,1744.809298
26 Mar 2024 05:47:00.000,71.177,8.532,1950.681765,75.692,18.284,1387.035145,51.293,14.550,1566.020816
16 Mar 2024 11:15:00.000,336.681,48.213,732.255604,280.657,13.075,1647.778240,308.723,7.840,1999.983865
07 Mar 2024 18:24:00.000,225.366,16.740,1453.526346,258.985,29.641,1017.674776,249.627,7.734,1999.991105
31 Mar 2024 00:29:00.000,101.360,10.805,1785.392910,339.953,26.019,1114.977877,307.538,12.246,1697.766011
11 Mar 2024 11:27:00.000,268.444,21.872,1248.236381,346.033,28.166,1057.443264,69.331,8.102,1978.042287
31 Mar 2024 07:08:00.000,232.370,44.898,764.849976,292.834,7.848,1999.985217,60.415,9.343,1887.871890
14 Mar 2024 09:42:00.000,66.918,42.695,793.736403,9.439,28.064,1060.040758,276.391,20.516,1291.927697
09 Mar 2024 16:43:00.000,140.372,7.747,1999.991352,31.958,27.018,1086.341964,48.919,41.661,803.942434
29 Mar 2024 08:59:00.000,167.116,9.658,1860.014313,231.034,17.795,1403.449444,60.866,12.759,1665.510705
16 Mar 2024 11:13:00.000,296.833,21.460,1264.834385,282.194,7.791,1999.984919,72.016,8.606,1939.887448
11 Mar 2024 11:34:00.000,69.271,9.137,1907.891347,282.637,7.822,1999.984599,4.988,22.943,1209.386241
15 Mar 2024 09:33:00.000,258.652,7.835,1999.990760,79.761,10.965,1777.857133,345.429,22.052,1238.148238
25 Mar 2024 09:09:00.000,129.739,40.796,817.066747,1.850,51.525,699.757991,308.263,7.828,1999.977011
14 Mar 2024 11:26:00.000,75.751,8.267,1971.108697,123.724,25.348,1129.352108,115.863,20.887,1277.842912
11 Mar 2024 11:31:00.000,52.854,39.478,838.116726,109.077,15.443,1517.044571,233.523,40.506,817.239052
27 Mar 2024 07:23:00.000,91.092,24.599,1157.150989,247.977,15.358,1520.446494,101.433,24.123,1167.167910
05 Mar 2024 11:51:00.000,92.604,12.663,1674.614117,121.597,7.727,1999.994264,62.986,9.248,1894.590262
30 Mar 2024 02:09:00.000,184.316,49.797,713.134200,63.300,9.329,1891.071780,239.172,13.560,1613.917995
31 Mar 2024 03:52:00.000,72.237,8.451,1955.346721,297.595,7.858,1999.973023,118.235,25.205,1132.027691
25 Mar 2024 10:47:00.000,243.216,15.137,1535.248490,62.036,14.178,1587.539189,328.379,17.826,1407.178879
18 Mar 2024 06:05:00.000,188.190,12.087,1701.436493,358.093,43.261,785.150237,33.411,24.715,1150.819380
23 Mar 2024 07:31:00.000,302.546,32.428,960.605154,24.908,23.256,1200.679781,239.960,22.171,1231.309872
08 Mar 2024 18:24:00.000,190.584,7.717,1999.985226,323.377,19.221,1349.772533,1.631,35.331,902.311886
06 Mar 2024 15:10:00.000,76.128,14.107,1593.059463,132.405,24.695,1149.283794,3.182,39.995,827.283939
04 Mar 2024 11:48:00.000,181.154,11.695,1726.992545,302.553,7.859,1999.991439,275.975,12.834,1658.540746
22 Mar 2024 05:55:00.000,111.341,67.867,602.285881,61.489,7.823,1999.980581,109.241,74.192,579.545972
24 Mar 2024 10:51:00.000,214.371,24.541,1156.767210,1.173,45.975,752.889901,65.884,7.798,1999.972723
02 Mar 2024 15:16:00.000,276.673,35.106,908.218858,303.842,7.867,1999.990689,119.818,74.347,578.766811
22 Mar 2024 07:33:00.000,284.629,21.421,1264.500320,232.047,39.539,832.766458,119.086,15.725,1500.126711
18 Mar 2024 12:50:00.000,225.662,38.417,851.874644,337.409,22.792,1215.548321,50.746,7.808,1999.990581
20 Mar 2024 12:44:00.000,211.373,20.445,1297.290583,196.068,24.262,1161.229515,195.367,33.059,941.313178
03 Mar 2024 18:41:00.000,125.020,7.756,1999.980766,340.394,23.308,1198.359146,77.234,7.803,1999.984310
17 Mar 2024 11:15:00.000,82.398,23.538,1191.991333,23.049,23.046,1206.749734,39.544,16.014,1489.697784
18 Mar 2024 09:26:00.000,287.859,21.308,1269.539584,262.026,7.799,1999.983246,272.857,33.284,938.801713
14 Mar 2024 11:18:00.000,284.310,13.499,1628.236749,70.811,9.124,1903.224766,253.960,54.638,671.231911
12 Mar 2024 11:28:00.000,49.565,36.728,881.471678,256.622,7.750,1999.987347,303.460,7.813,1999.987055
26 Mar 2024 03:58:00.000,236.214,7.755,1999.991388,58.933,9.297,1893.441340,258.021,13.429,1623.683374
24 Mar 2024 07:29:00.000,335.498,46.352,750.892893,246.214,7.733,1999.984603,327.319,17.241,1432.797217
07 Mar 2024 16:49:00.000,120.334,9.026,1907.032028,102.096,14.875,1546.657912,118.469,25.416,1127.087886
05 Mar 2024 16:55:00.000,102.477,9.181,1898.143516,169.132,27.377,1071.837921,301.673,7.833,1999.996230
12 Mar 2024 16:29:00.000,220.088,14.163,1584.086567,74.303,13.156,1644.405006,301.219,50.226,709.484037
13 Mar 2024 14:49:00.000,138.551,13.101,1643.603883,65.574,8.969,1916.766327,307.309,12.257,1695.682759
22 Mar 2024 05:59:00.000,71.767,9.203,1901.967995,62.883,8.151,1977.536205,62.607,7.815,1999.993149
30 Mar 2024 08:49:00.000,261.811,7.826,1999.993704,239.520,46.055,751.021204,85.038,16.838,1449.685380
29 Mar 2024 05:32:00.000,295.809,21.370,1265.926928,84.352,18.121,1393.397108,147.477,21.761,1242.165620
13 Mar 2024 11:21:00.000,284.945,21.407,1266.086406,196.066,24.792,1146.160814,79.487,8.975,1912.146835
03 Mar 2024 16:54:00.000,308.005,33.608,936.886982,283.259,7.827,1999.985075,286.176,7.802,1999.976793
25 Mar 2024 02:24:00.000,159.864,7.709,1999.991288,190.761,12.271,1684.694998,30.553,18.215,1390.200578
17 Mar 2024 12:50:00.000,282.701,13.635,1620.346442,291.821,63.306,621.383475,331.948,33.422,937.756252
31 Mar 2024 02:11:00.000,71.912,9.177,1901.570556,80.989,20.647,1290.974273,296.135,13.642,1613.621154
05 Mar 2024 13:30:00.000,66.382,42.721,793.146858,319.750,34.089,925.463418,307.980,13.525,1622.563577
05 Mar 2024 15:12:00.000,65.357,21.950,1246.090342,310.493,13.334,1634.757958,259.079,7.717,1999.982104
12 Mar 2024 08:07:00.000,132.992,12.341,1689.562364,247.193,7.778,1999.972077,196.937,12.619,1666.479016
22 Mar 2024 09:21:00.000,94.672,7.850,1999.969796,57.721,7.850,1999.990835,256.863,55.760,664.744705
31 Mar 2024 03:46:00.000,295.572,32.901,949.244275,94.546,29.964,1009.349011,213.397,18.448,1370.744378
12 Mar 2024 13:11:00.000,84.575,14.587,1567.135236,261.230,11.655,1730.753432,169.344,11.285,1746.867898
05 Mar 2024 18:28:00.000,263.699,19.567,1333.458337,58.137,7.827,1999.974884,39.736,15.638,1509.672223
29 Mar 2024 08:53:00.000,262.118,12.130,1704.877476,341.227,24.321,1165.835808,106.032,15.112,1532.225681
13 Mar 2024 09:39:00.000,241.680,7.805,1999.991280,71.121,16.860,1450.223766,295.767,19.040,1353.250837
14 Mar 2024 14:41:00.000,247.792,27.332,1078.352133,165.232,42.699,789.249638,251.741,13.490,1618.891549
05 Mar 2024 13:31:00.000,68.365,25.774,1123.721379,265.149,21.451,1259.642483,270.254,19.696,1323.787565
21 Mar 2024 04:16:00.000,160.829,10.252,1818.195246,42.039,19.044,1353.984047,8.305,25.254,1136.329840
08 Mar 2024 16:41:00.000,237.096,49.232,720.143845,260.632,30.225,1004.713517,101.510,7.741,1999.996879
