Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
15 Mar 2024 14:40:00.000,214.218,24.103,1170.172191
28 Mar 2024 07:20:00.000,102.435,25.507,1129.222571
05 Mar 2024 15:08:00.000,303.220,32.561,958.199720
05 Mar 2024 16:48:00.000,294.364,22.238,1235.922446
28 Mar 2024 07:13:00.000,290.300,7.871,1999.990859
03 Mar 2024 15:12:00.000,277.810,21.555,1259.643710
24 Mar 2024 07:31:00.000,56.152,33.558,938.132796
06 Mar 2024 11:40:00.000,216.375,7.773,1999.983746
30 Mar 2024 00:30:00.000,130.998,11.665,1727.072461
24 Mar 2024 05:50:00.000,56.832,40.958,816.010034
06 Mar 2024 18:25:00.000,265.517,12.433,1686.487937
10 Mar 2024 16:33:00.000,258.955,18.657,1371.521344
15 Mar 2024 07:58:00.000,103.236,24.818,1150.406211
08 Mar 2024 15:02:00.000,71.441,36.922,877.024139
01 Mar 2024 20:27:00.000,152.380,7.711,1999.990774
29 Mar 2024 05:39:00.000,81.946,8.249,1970.077128
14 Mar 2024 14:46:00.000,148.654,10.421,1808.885896
21 Mar 2024 07:39:00.000,16.415,54.004,681.237876
25 Mar 2024 05:51:00.000,70.044,7.882,1999.985245
18 Mar 2024 11:14:00.000,98.471,7.844,1999.977908
15 Mar 2024 11:20:00.000,56.240,33.739,935.198663
12 Mar 2024 14:44:00.000,287.053,7.891,1999.973253
12 Mar 2024 11:26:00.000,314.808,51.024,705.870032
11 Mar 2024 13:14:00.000,78.585,14.211,1587.927676
10 Mar 2024 09:55:00.000,91.795,14.932,1548.793784
03 Mar 2024 20:18:00.000,203.965,12.846,1655.159647
12 Mar 2024 14:49:00.000,174.181,58.250,650.389552
23 Mar 2024 07:32:00.000,331.059,46.213,752.396018
06 Mar 2024 11:48:00.000,82.655,11.058,1775.101106
07 Mar 2024 11:39:00.000,217.287,21.253,1267.569681
11 Mar 2024 14:51:00.000,275.056,62.599,626.472050
25 Mar 2024 05:42:00.000,268.188,13.621,1617.365711
10 Mar 2024 11:29:00.000,255.979,13.709,1613.512318
22 Mar 2024 09:17:00.000,41.636,57.941,653.675796
30 Mar 2024 00:28:00.000,159.532,10.121,1824.904879
29 Mar 2024 03:56:00.000,62.770,24.578,1158.136377
10 Mar 2024 13:14:00.000,23.484,46.925,745.281600
20 Mar 2024 12:46:00.000,177.904,13.796,1603.574953
21 Mar 2024 09:23:00.000,84.277,14.520,1570.968513
21 Mar 2024 05:55:00.000,223.774,21.574,1254.577802
26 Mar 2024 07:23:00.000,334.418,51.451,701.626143
13 Mar 2024 09:41:00.000,238.722,22.063,1239.398363
30 Mar 2024 05:30:00.000,308.164,33.433,939.628710
08 Mar 2024 15:05:00.000,91.352,8.707,1934.884496
10 Mar 2024 11:35:00.000,65.899,25.482,1132.790724
10 Mar 2024 13:12:00.000,305.255,32.459,960.771747
22 Mar 2024 07:37:00.000,49.736,34.615,918.285772
28 Mar 2024 02:12:00.000,209.086,7.708,1999.978079
14 Mar 2024 08:03:00.000,92.535,12.408,1689.836436
03 Mar 2024 11:53:00.000,148.690,12.252,1693.896372
23 Mar 2024 07:36:00.000,71.572,14.086,1595.317823
22 Mar 2024 12:36:00.000,245.131,7.812,1999.999865
21 Mar 2024 07:40:00.000,49.771,36.718,881.189929
28 Mar 2024 09:03:00.000,150.662,7.755,1999.999295
15 Mar 2024 09:39:00.000,56.324,40.975,816.689360
14 Mar 2024 14:47:00.000,145.761,7.754,1999.975418
22 Mar 2024 04:11:00.000,189.493,7.713,1999.976728
03 Mar 2024 15:11:00.000,272.741,13.537,1624.310664
26 Mar 2024 07:25:00.000,70.268,36.828,878.569885
19 Mar 2024 12:51:00.000,152.773,8.854,1918.069202
14 Mar 2024 08:00:00.000,144.036,25.296,1134.138166
23 Mar 2024 07:35:00.000,64.937,22.084,1241.784935
04 Mar 2024 18:33:00.000,230.365,43.168,785.057160
05 Mar 2024 13:26:00.000,252.118,22.165,1236.693569
05 Mar 2024 11:50:00.000,104.205,18.109,1395.656374
29 Mar 2024 08:56:00.000,211.598,20.871,1280.498272
17 Mar 2024 09:36:00.000,71.641,7.895,1999.990390
21 Mar 2024 10:58:00.000,281.461,21.962,1245.622969
27 Mar 2024 03:58:00.000,242.374,36.100,888.173918
07 Mar 2024 11:38:00.000,223.548,13.463,1624.349765
22 Mar 2024 04:15:00.000,131.223,17.337,1426.223030
31 Mar 2024 03:47:00.000,323.773,47.961,732.894214
22 Mar 2024 09:21:00.000,94.228,8.923,1919.984889
25 Mar 2024 07:28:00.000,62.127,34.639,917.345912
29 Mar 2024 08:57:00.000,192.399,18.372,1380.056047
31 Mar 2024 03:51:00.000,68.499,14.365,1578.546777
28 Mar 2024 08:54:00.000,277.445,7.858,1999.990216
21 Mar 2024 11:05:00.000,124.480,8.766,1927.367463
29 Mar 2024 02:09:00.000,215.671,13.175,1636.024568
01 Mar 2024 17:04:00.000,67.399,21.876,1247.804683
31 Mar 2024 08:50:00.000,207.732,8.921,1912.557044
27 Mar 2024 02:19:00.000,136.930,20.682,1286.101283
30 Mar 2024 03:54:00.000,66.951,14.865,1552.161577
03 Mar 2024 16:58:00.000,78.987,23.019,1207.701693
17 Mar 2024 12:53:00.000,238.081,49.693,716.523320
08 Mar 2024 16:37:00.000,285.562,7.879,1999.986527
06 Mar 2024 13:23:00.000,263.580,22.151,1237.936531
18 Mar 2024 12:54:00.000,143.517,11.906,1714.911027
18 Mar 2024 11:08:00.000,303.122,35.327,905.531771
10 Mar 2024 14:56:00.000,99.819,42.348,796.883524
21 Mar 2024 04:18:00.000,132.115,12.038,1706.161931
23 Mar 2024 07:34:00.000,51.847,33.669,936.141774
08 Mar 2024 13:17:00.000,281.598,21.495,1262.573843
12 Mar 2024 14:50:00.000,141.404,37.891,859.512656
11 Mar 2024 11:33:00.000,66.781,15.444,1524.592566
24 Mar 2024 04:06:00.000,200.172,19.669,1325.005634
25 Mar 2024 09:10:00.000,123.377,24.923,1145.959014
17 Mar 2024 09:34:00.000,61.644,23.014,1210.516402
21 Mar 2024 04:20:00.000,105.966,8.217,1968.936637
12 Mar 2024 08:09:00.000,106.441,8.556,1945.305468
31 Mar 2024 05:32:00.000,90.942,15.030,1541.913157
08 Mar 2024 15:01:00.000,38.132,54.764,675.348405
21 Mar 2024 12:41:00.000,220.514,14.450,1569.630253
06 Mar 2024 18:29:00.000,192.344,21.260,1264.418863
03 Mar 2024 13:37:00.000,81.969,23.064,1207.158785
13 Mar 2024 11:29:00.000,72.862,7.892,1999.998024
25 Mar 2024 09:12:00.000,119.152,7.803,1999.976910
02 Mar 2024 11:58:00.000,131.397,7.949,1987.515968
27 Mar 2024 03:56:00.000,245.083,13.600,1615.260348
06 Mar 2024 16:45:00.000,290.208,22.359,1231.489027
15 Mar 2024 11:17:00.000,306.740,32.482,960.430178
16 Mar 2024 11:17:00.000,62.440,34.806,914.872201
06 Mar 2024 13:30:00.000,69.568,7.888,1999.997497
26 Mar 2024 02:24:00.000,110.398,11.293,1753.859624
15 Mar 2024 14:41:00.000,192.388,21.652,1251.710535
19 Mar 2024 11:02:00.000,290.269,7.896,1999.999647
30 Mar 2024 02:14:00.000,74.430,8.363,1960.986379
31 Mar 2024 05:27:00.000,305.876,34.561,917.946693
04 Mar 2024 13:36:00.000,71.565,9.226,1900.481517
23 Mar 2024 05:56:00.000,69.966,9.408,1887.533598
26 Mar 2024 02:25:00.000,98.432,7.807,1999.980211
08 Mar 2024 11:34:00.000,237.177,7.803,1999.991057
15 Mar 2024 11:23:00.000,80.157,7.879,1999.975751
25 Mar 2024 09:11:00.000,120.771,15.496,1516.665032
07 Mar 2024 16:46:00.000,131.838,40.406,821.741249
03 Mar 2024 15:13:00.000,287.981,33.734,934.294960
01 Mar 2024 18:41:00.000,295.182,36.269,887.356214
13 Mar 2024 09:48:00.000,71.663,9.289,1896.895316
29 Mar 2024 08:52:00.000,270.935,7.844,1999.998851
16 Mar 2024 06:15:00.000,122.175,9.158,1898.795625
21 Mar 2024 07:42:00.000,67.024,14.828,1556.023260
01 Mar 2024 20:24:00.000,191.918,25.438,1127.071686
28 Mar 2024 02:16:00.000,149.565,28.834,1036.378934
05 Mar 2024 18:26:00.000,279.434,7.857,1999.982858
20 Mar 2024 11:00:00.000,288.785,13.780,1612.656077
24 Mar 2024 04:07:00.000,184.017,27.672,1066.000195
08 Mar 2024 16:42:00.000,181.443,50.060,711.959497
03 Mar 2024 16:55:00.000,335.947,49.992,714.403529
22 Mar 2024 09:20:00.000,91.404,15.135,1537.967843
06 Mar 2024 16:52:00.000,111.068,7.791,1999.989088
21 Mar 2024 04:17:00.000,146.988,11.886,1714.169544
04 Mar 2024 18:36:00.000,145.652,20.407,1296.676939
02 Mar 2024 15:20:00.000,62.469,24.386,1165.091177
31 Mar 2024 05:30:00.000,75.294,37.931,859.812977
07 Mar 2024 15:01:00.000,296.909,21.485,1263.504849
25 Mar 2024 10:48:00.000,226.388,17.296,1429.445726
07 Mar 2024 15:08:00.000,85.583,7.851,1999.982585
08 Mar 2024 13:21:00.000,49.355,35.458,903.200745
04 Mar 2024 15:17:00.000,72.969,7.872,1999.982072
21 Mar 2024 10:59:00.000,273.517,35.003,910.362565
06 Mar 2024 11:46:00.000,103.078,25.114,1141.644140
14 Mar 2024 13:06:00.000,102.129,9.259,1894.369897
16 Mar 2024 09:38:00.000,66.745,15.106,1541.986054
14 Mar 2024 11:24:00.000,65.130,22.068,1242.898220
17 Mar 2024 07:46:00.000,236.749,7.786,1999.991252
13 Mar 2024 16:27:00.000,205.527,8.109,1972.078486
29 Mar 2024 03:52:00.000,274.698,35.134,906.082135
20 Mar 2024 09:23:00.000,28.186,48.036,733.828229
01 Mar 2024 17:06:00.000,77.999,8.159,1976.512002
09 Mar 2024 11:32:00.000,246.148,13.668,1614.850509
25 Mar 2024 10:45:00.000,266.512,7.847,1999.987779
02 Mar 2024 18:42:00.000,117.851,25.314,1132.735533
22 Mar 2024 09:13:00.000,292.549,13.656,1619.474830
01 Mar 2024 20:22:00.000,241.340,24.524,1156.336113
13 Mar 2024 16:27:00.000,202.898,7.739,1999.997711
23 Mar 2024 05:54:00.000,68.914,25.643,1126.917882
20 Mar 2024 09:26:00.000,78.383,14.121,1593.199553
20 Mar 2024 09:27:00.000,82.489,7.874,1999.977129
25 Mar 2024 09:06:00.000,280.155,35.969,893.059961
10 Mar 2024 13:18:00.000,78.039,7.875,1999.986124
14 Mar 2024 14:42:00.000,221.263,33.006,946.471915
15 Mar 2024 07:52:00.000,215.899,7.759,1999.983982
15 Mar 2024 13:02:00.000,110.051,25.558,1127.953332
19 Mar 2024 09:24:00.000,305.083,32.462,960.525546
28 Mar 2024 09:02:00.000,152.370,9.115,1899.080018
07 Mar 2024 13:26:00.000,66.767,15.052,1544.258940
04 Mar 2024 13:29:00.000,239.230,22.202,1234.577596
11 Mar 2024 16:28:00.000,270.092,7.851,1999.997993
26 Mar 2024 05:48:00.000,71.529,7.878,1999.990680
27 Mar 2024 04:04:00.000,70.728,7.869,1999.990636
10 Mar 2024 14:55:00.000,77.192,72.604,586.757679
04 Mar 2024 11:50:00.000,150.899,17.971,1398.743689
