Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
31 Mar 2024 05:30:00.000,51.281,18.967,1355.715819
26 Mar 2024 05:44:00.000,30.151,18.423,1380.002685
08 Mar 2024 16:43:00.000,93.410,39.233,835.997136
20 Mar 2024 07:45:00.000,50.823,7.836,1999.989864
13 Mar 2024 13:07:00.000,51.725,19.321,1342.617295
12 Mar 2024 09:48:00.000,54.481,25.336,1132.893630
30 Mar 2024 07:09:00.000,308.472,13.454,1624.951008
07 Mar 2024 18:26:00.000,195.818,31.716,967.408650
04 Mar 2024 15:09:00.000,313.558,17.433,1424.100102
11 Mar 2024 08:06:00.000,159.069,10.303,1811.751892
10 Mar 2024 14:50:00.000,308.801,7.838,1999.982832
02 Mar 2024 18:43:00.000,91.154,12.813,1657.470202
02 Mar 2024 17:02:00.000,54.243,11.413,1747.189570
05 Mar 2024 18:32:00.000,135.608,41.112,807.980636
22 Mar 2024 07:33:00.000,313.103,17.550,1418.255143
21 Mar 2024 07:42:00.000,49.361,8.812,1926.749536
07 Mar 2024 11:43:00.000,59.921,25.548,1126.402013
26 Mar 2024 05:42:00.000,348.895,25.525,1126.793778
10 Mar 2024 18:16:00.000,223.348,9.653,1855.743858
06 Mar 2024 18:25:00.000,288.585,13.423,1625.384038
02 Mar 2024 15:15:00.000,295.767,19.040,1353.250837
25 Mar 2024 04:02:00.000,238.315,22.114,1230.552298
27 Mar 2024 10:39:00.000,267.903,7.771,1999.978510
30 Mar 2024 08:57:00.000,156.760,9.157,1890.577382
22 Mar 2024 11:00:00.000,110.066,25.221,1133.530178
02 Mar 2024 16:59:00.000,5.324,22.942,1208.163486
20 Mar 2024 07:41:00.000,337.072,30.907,989.879090
26 Mar 2024 02:17:00.000,195.171,7.632,1999.993546
11 Mar 2024 13:14:00.000,53.976,11.465,1745.615075
07 Mar 2024 16:47:00.000,89.070,21.577,1252.427354
15 Mar 2024 11:22:00.000,58.237,7.831,1999.999921
04 Mar 2024 11:50:00.000,144.513,28.429,1045.112804
09 Mar 2024 18:22:00.000,179.681,7.647,1999.988617
28 Mar 2024 09:04:00.000,130.575,7.712,1999.975405
30 Mar 2024 00:31:00.000,98.331,11.602,1729.061451
05 Mar 2024 16:51:00.000,36.515,28.969,1034.245932
05 Mar 2024 18:27:00.000,296.135,13.642,1613.621154
27 Mar 2024 02:17:00.000,150.064,32.651,947.443049
24 Mar 2024 05:45:00.000,279.290,12.923,1652.760954
20 Mar 2024 09:24:00.000,42.240,16.255,1480.063726
14 Mar 2024 16:26:00.000,188.997,7.663,1999.993511
02 Mar 2024 13:41:00.000,62.607,7.815,1999.993149
13 Mar 2024 08:05:00.000,87.395,13.979,1594.499549
21 Mar 2024 05:59:00.000,55.021,25.349,1131.447538
31 Mar 2024 00:29:00.000,79.918,8.271,1959.992751
12 Mar 2024 08:06:00.000,112.419,16.265,1474.506625
07 Mar 2024 18:27:00.000,173.639,24.107,1163.624227
08 Mar 2024 11:42:00.000,56.299,8.992,1913.409588
04 Mar 2024 20:15:00.000,213.397,18.448,1370.744378
31 Mar 2024 08:50:00.000,214.595,19.768,1318.377715
04 Mar 2024 11:48:00.000,186.152,18.550,1368.669523
11 Mar 2024 11:33:00.000,47.872,10.174,1831.246720
29 Mar 2024 03:56:00.000,47.768,10.327,1818.427369
29 Mar 2024 00:31:00.000,142.792,11.524,1729.623043
29 Mar 2024 05:37:00.000,53.551,11.372,1750.206465
30 Mar 2024 05:29:00.000,328.073,17.435,1422.906120
26 Mar 2024 04:01:00.000,284.877,56.848,656.248726
16 Mar 2024 09:38:00.000,50.655,7.842,1999.977263
05 Mar 2024 15:13:00.000,54.560,7.819,1999.981761
16 Mar 2024 12:56:00.000,358.637,44.688,766.638760
28 Mar 2024 07:17:00.000,341.158,26.951,1086.779557
18 Mar 2024 12:46:00.000,299.626,7.829,1999.978874
16 Mar 2024 06:14:00.000,108.210,12.103,1700.348694
30 Mar 2024 03:50:00.000,9.809,25.022,1140.944080
31 Mar 2024 03:51:00.000,51.780,7.805,1999.998854
05 Mar 2024 11:44:00.000,204.557,20.670,1284.242136
30 Mar 2024 02:09:00.000,26.959,71.402,586.537270
01 Mar 2024 18:43:00.000,38.541,31.924,966.318065
28 Mar 2024 07:22:00.000,85.083,7.780,1999.990189
31 Mar 2024 08:49:00.000,234.494,19.296,1338.224359
16 Mar 2024 11:17:00.000,44.540,16.680,1459.707341
17 Mar 2024 07:51:00.000,40.340,39.417,835.146068
08 Mar 2024 18:24:00.000,180.636,15.875,1488.307615
17 Mar 2024 14:36:00.000,180.525,16.276,1470.444777
31 Mar 2024 05:31:00.000,63.532,13.387,1627.889250
13 Mar 2024 08:06:00.000,79.619,8.815,1923.885538
03 Mar 2024 18:40:00.000,101.556,14.499,1562.335076
08 Mar 2024 15:00:00.000,8.521,25.352,1132.855051
06 Mar 2024 16:49:00.000,64.930,26.956,1085.164175
12 Mar 2024 16:26:00.000,274.848,12.746,1664.103372
23 Mar 2024 07:32:00.000,358.444,22.985,1207.311758
29 Mar 2024 02:10:00.000,224.376,35.496,893.862497
03 Mar 2024 16:56:00.000,7.707,24.284,1164.657904
30 Mar 2024 05:28:00.000,316.033,12.374,1687.914898
23 Mar 2024 07:33:00.000,19.529,20.780,1285.816935
27 Mar 2024 02:20:00.000,85.547,16.201,1476.965279
06 Mar 2024 13:23:00.000,306.226,27.244,1079.092212
07 Mar 2024 13:21:00.000,317.737,24.745,1150.952060
21 Mar 2024 07:42:00.000,50.768,7.835,1999.990364
22 Mar 2024 10:54:00.000,303.048,13.617,1616.967517
06 Mar 2024 18:26:00.000,282.816,21.263,1264.517796
27 Mar 2024 03:59:00.000,0.092,46.507,744.915695
30 Mar 2024 08:52:00.000,248.324,25.455,1125.815241
05 Mar 2024 18:26:00.000,297.120,7.803,1999.991294
10 Mar 2024 16:36:00.000,181.602,58.734,644.181898
25 Mar 2024 10:50:00.000,172.534,24.991,1138.340978
15 Mar 2024 07:59:00.000,68.079,14.973,1542.881382
30 Mar 2024 08:56:00.000,164.520,14.531,1558.637635
29 Mar 2024 08:52:00.000,285.411,13.358,1629.232851
20 Mar 2024 12:41:00.000,284.943,13.287,1634.397824
12 Mar 2024 14:49:00.000,50.457,52.267,691.637464
31 Mar 2024 08:47:00.000,264.699,11.954,1710.151297
07 Mar 2024 11:38:00.000,239.960,22.171,1231.309872
31 Mar 2024 05:25:00.000,316.820,12.583,1675.342401
11 Mar 2024 09:50:00.000,66.241,25.236,1135.396723
04 Mar 2024 20:18:00.000,172.444,8.056,1967.859656
13 Mar 2024 14:43:00.000,304.865,22.184,1233.978704
16 Mar 2024 07:51:00.000,239.214,36.129,885.331734
17 Mar 2024 09:31:00.000,349.458,25.417,1131.352606
06 Mar 2024 11:47:00.000,67.730,14.973,1543.016468
28 Mar 2024 03:59:00.000,47.853,12.052,1707.485567
23 Mar 2024 04:15:00.000,71.470,7.789,1999.990302
05 Mar 2024 13:24:00.000,269.836,13.215,1637.233497
06 Mar 2024 10:05:00.000,119.559,9.032,1903.606607
17 Mar 2024 06:07:00.000,175.460,17.066,1432.703380
13 Mar 2024 16:23:00.000,272.685,7.778,1999.999683
03 Mar 2024 13:33:00.000,18.990,69.149,595.764270
19 Mar 2024 07:48:00.000,51.921,7.836,1999.982302
